"Nombre","URL"
"Bloodflower","https://adnd2e.fandom.com/wiki/Bloodflower"
"Bloodgrass","https://adnd2e.fandom.com/wiki/Bloodgrass"
"Bloodrose","https://adnd2e.fandom.com/wiki/Bloodrose"
"Bloodsipper","https://adnd2e.fandom.com/wiki/Bloodsipper"
"Bloodspirit","https://adnd2e.fandom.com/wiki/Bloodspirit"
"Bloodthorn","https://adnd2e.fandom.com/wiki/Bloodthorn"
"Bloodvine","https://adnd2e.fandom.com/wiki/Bloodvine"
"Blue Dragon (Creature)","https://adnd2e.fandom.com/wiki/Blue_Dragon_(Creature)"
"Blue-Ring Octopus","https://adnd2e.fandom.com/wiki/Blue-Ring_Octopus"
"Boar","https://adnd2e.fandom.com/wiki/Boar"
"Bodak","https://adnd2e.fandom.com/wiki/Bodak"
"Bog Hound","https://adnd2e.fandom.com/wiki/Bog_Hound"
"Bog Mummy","https://adnd2e.fandom.com/wiki/Bog_Mummy"
"Bog Wader","https://adnd2e.fandom.com/wiki/Bog_Wader"
"Bogeymen","https://adnd2e.fandom.com/wiki/Bogeymen"
"Boggart","https://adnd2e.fandom.com/wiki/Boggart"
"Boggle","https://adnd2e.fandom.com/wiki/Boggle"
"Bolandi","https://adnd2e.fandom.com/wiki/Bolandi"
"Boldovar the Mad","https://adnd2e.fandom.com/wiki/Boldovar_the_Mad"
"Bone and Doll Golem","https://adnd2e.fandom.com/wiki/Bone_and_Doll_Golem"
"Bone Naga","https://adnd2e.fandom.com/wiki/Bone_Naga"
"Bone Weird","https://adnd2e.fandom.com/wiki/Bone_Weird"
"Bonebat","https://adnd2e.fandom.com/wiki/Bonebat"
"Boneclaw Baazrag","https://adnd2e.fandom.com/wiki/Boneclaw_Baazrag"
"Boneless","https://adnd2e.fandom.com/wiki/Boneless"
"Bonesnapper","https://adnd2e.fandom.com/wiki/Bonesnapper"
"Bonespear","https://adnd2e.fandom.com/wiki/Bonespear"
"Boobrie","https://adnd2e.fandom.com/wiki/Boobrie"
"Booka","https://adnd2e.fandom.com/wiki/Booka"
"Bookworm","https://adnd2e.fandom.com/wiki/Bookworm"
"Boowray","https://adnd2e.fandom.com/wiki/Boowray"
"Bosk Giant","https://adnd2e.fandom.com/wiki/Bosk_Giant"
"Bowlyn","https://adnd2e.fandom.com/wiki/Bowlyn"
"Bozak","https://adnd2e.fandom.com/wiki/Bozak"
"Brag","https://adnd2e.fandom.com/wiki/Brag"
"Brain Collector (Creature)","https://adnd2e.fandom.com/wiki/Brain_Collector_(Creature)"
"Brain Golem","https://adnd2e.fandom.com/wiki/Brain_Golem"
"Brain Mole","https://adnd2e.fandom.com/wiki/Brain_Mole"
"Brain Seed","https://adnd2e.fandom.com/wiki/Brain_Seed"
"Brain Spider (Creature)","https://adnd2e.fandom.com/wiki/Brain_Spider_(Creature)"
"Brak Twan","https://adnd2e.fandom.com/wiki/Brak_Twan"
"Bralani","https://adnd2e.fandom.com/wiki/Bralani"
"Bramble","https://adnd2e.fandom.com/wiki/Bramble"
"Brambleweed","https://adnd2e.fandom.com/wiki/Brambleweed"
"Brass Dragon (Creature)","https://adnd2e.fandom.com/wiki/Brass_Dragon_(Creature)"
"Brass Minotaur","https://adnd2e.fandom.com/wiki/Brass_Minotaur"
"Braxat","https://adnd2e.fandom.com/wiki/Braxat"
"Bredthrall","https://adnd2e.fandom.com/wiki/Bredthrall"
"Breiryn","https://adnd2e.fandom.com/wiki/Breiryn"
"Brine Dragon","https://adnd2e.fandom.com/wiki/Brine_Dragon"
"B'rohg","https://adnd2e.fandom.com/wiki/B'rohg"
"Broken One","https://adnd2e.fandom.com/wiki/Broken_One"
"Bronze Dragon (Creature)","https://adnd2e.fandom.com/wiki/Bronze_Dragon_(Creature)"
"Brood Gibberling","https://adnd2e.fandom.com/wiki/Brood_Gibberling"
"Brown Dragon (Creature)","https://adnd2e.fandom.com/wiki/Brown_Dragon_(Creature)"
"Brown Unicorn","https://adnd2e.fandom.com/wiki/Brown_Unicorn"
"Brownie","https://adnd2e.fandom.com/wiki/Brownie"
"Bruja","https://adnd2e.fandom.com/wiki/Bruja"
"Buckawn (Creature)","https://adnd2e.fandom.com/wiki/Buckawn_(Creature)"
"Bugbear (Creature)","https://adnd2e.fandom.com/wiki/Bugbear_(Creature)"
"Bugbear, Bug-a-boo","https://adnd2e.fandom.com/wiki/Bugbear,_Bug-a-boo"
"Bulette","https://adnd2e.fandom.com/wiki/Bulette"
"Bulette-Mutation","https://adnd2e.fandom.com/wiki/Bulette-Mutation"
"Bulezau","https://adnd2e.fandom.com/wiki/Bulezau"
"Bullywug (Creature)","https://adnd2e.fandom.com/wiki/Bullywug_(Creature)"
"Bunyip","https://adnd2e.fandom.com/wiki/Bunyip"
"Buraq","https://adnd2e.fandom.com/wiki/Buraq"
"Burbur","https://adnd2e.fandom.com/wiki/Burbur"
"Burnbones","https://adnd2e.fandom.com/wiki/Burnbones"
"Burnflower","https://adnd2e.fandom.com/wiki/Burnflower"
"Burning Man","https://adnd2e.fandom.com/wiki/Burning_Man"
"Burrower (Living Machine)","https://adnd2e.fandom.com/wiki/Burrower_(Living_Machine)"
"Busen","https://adnd2e.fandom.com/wiki/Busen"
"Buso","https://adnd2e.fandom.com/wiki/Buso"
"Bussengeist","https://adnd2e.fandom.com/wiki/Bussengeist"
"Butu","https://adnd2e.fandom.com/wiki/Butu"
"Buzzjewel","https://adnd2e.fandom.com/wiki/Buzzjewel"
"Bvanen","https://adnd2e.fandom.com/wiki/Bvanen"
"Byut","https://adnd2e.fandom.com/wiki/Byut"
"Bzastra","https://adnd2e.fandom.com/wiki/Bzastra"
"Cabhaigh","https://adnd2e.fandom.com/wiki/Cabhaigh"
"Caladrius","https://adnd2e.fandom.com/wiki/Caladrius"
"Caller in Darkness","https://adnd2e.fandom.com/wiki/Caller_in_Darkness"
"Calnar Horse","https://adnd2e.fandom.com/wiki/Calnar_Horse"
"Cambion","https://adnd2e.fandom.com/wiki/Cambion"
"Camel","https://adnd2e.fandom.com/wiki/Camel"
"Camel of the Pearl","https://adnd2e.fandom.com/wiki/Camel_of_the_Pearl"
"Campestri","https://adnd2e.fandom.com/wiki/Campestri"
"Canine","https://adnd2e.fandom.com/wiki/Canine"
"Caniquine","https://adnd2e.fandom.com/wiki/Caniquine"
"Cannibal Zombie","https://adnd2e.fandom.com/wiki/Cannibal_Zombie"
"Canoloth","https://adnd2e.fandom.com/wiki/Canoloth"
"Cantobele","https://adnd2e.fandom.com/wiki/Cantobele"
"Carapace","https://adnd2e.fandom.com/wiki/Carapace"
"Cariad Ysbryd","https://adnd2e.fandom.com/wiki/Cariad_Ysbryd"
"Carnivorous Ape","https://adnd2e.fandom.com/wiki/Carnivorous_Ape"
"Carnivorous Plant","https://adnd2e.fandom.com/wiki/Carnivorous_Plant"
"Carnivorous Plant (Athas)","https://adnd2e.fandom.com/wiki/Carnivorous_Plant_(Athas)"
"Carnivorous Plant I (Toril)","https://adnd2e.fandom.com/wiki/Carnivorous_Plant_I_(Toril)"
"Carnivorous Plant II (Toril)","https://adnd2e.fandom.com/wiki/Carnivorous_Plant_II_(Toril)"
"Carpet Snake","https://adnd2e.fandom.com/wiki/Carpet_Snake"
"Carrion Crawler","https://adnd2e.fandom.com/wiki/Carrion_Crawler"
"Carrion Stalker","https://adnd2e.fandom.com/wiki/Carrion_Stalker"
"Carrionette","https://adnd2e.fandom.com/wiki/Carrionette"
"Casurua","https://adnd2e.fandom.com/wiki/Casurua"
"Caterwaul","https://adnd2e.fandom.com/wiki/Caterwaul"
"Cath Shee","https://adnd2e.fandom.com/wiki/Cath_Shee"
"Catoblepas","https://adnd2e.fandom.com/wiki/Catoblepas"
"Cave Fisher","https://adnd2e.fandom.com/wiki/Cave_Fisher"
"Cedar Spawn","https://adnd2e.fandom.com/wiki/Cedar_Spawn"
"Celestial Lammasu","https://adnd2e.fandom.com/wiki/Celestial_Lammasu"
"Centaur (Creature)","https://adnd2e.fandom.com/wiki/Centaur_(Creature)"
"Centaur (Krynn)","https://adnd2e.fandom.com/wiki/Centaur_(Krynn)"
"Centipede","https://adnd2e.fandom.com/wiki/Centipede"
"Ceramic Figurine","https://adnd2e.fandom.com/wiki/Ceramic_Figurine"
"Cerberus","https://adnd2e.fandom.com/wiki/Cerberus"
"Cerebral Parasite (Creature)","https://adnd2e.fandom.com/wiki/Cerebral_Parasite_(Creature)"
"Cerebral Vampire","https://adnd2e.fandom.com/wiki/Cerebral_Vampire"
"Cervidal","https://adnd2e.fandom.com/wiki/Cervidal"
"Chac","https://adnd2e.fandom.com/wiki/Chac"
"Chaggrin","https://adnd2e.fandom.com/wiki/Chaggrin"
"Chandos Fish","https://adnd2e.fandom.com/wiki/Chandos_Fish"
"Changeling","https://adnd2e.fandom.com/wiki/Changeling"
"Changeling (Cerilia)","https://adnd2e.fandom.com/wiki/Changeling_(Cerilia)"
"Chaos Beast","https://adnd2e.fandom.com/wiki/Chaos_Beast"
"Chaos Imp","https://adnd2e.fandom.com/wiki/Chaos_Imp"
"Charuntes","https://adnd2e.fandom.com/wiki/Charuntes"
"Chasme","https://adnd2e.fandom.com/wiki/Chasme"
"Cha'thrang","https://adnd2e.fandom.com/wiki/Cha'thrang"
"Chattur","https://adnd2e.fandom.com/wiki/Chattur"
"Chevall","https://adnd2e.fandom.com/wiki/Chevall"
"Chia Golem","https://adnd2e.fandom.com/wiki/Chia_Golem"
"Chiang Lung","https://adnd2e.fandom.com/wiki/Chiang_Lung"
"Children of Maalpherus","https://adnd2e.fandom.com/wiki/Children_of_Maalpherus"
"Children of the Sea","https://adnd2e.fandom.com/wiki/Children_of_the_Sea"
"Chimera","https://adnd2e.fandom.com/wiki/Chimera"
"Chitine (Creature)","https://adnd2e.fandom.com/wiki/Chitine_(Creature)"
"Chocolate Golem","https://adnd2e.fandom.com/wiki/Chocolate_Golem"
"Choker","https://adnd2e.fandom.com/wiki/Choker"
"Chosen One","https://adnd2e.fandom.com/wiki/Chosen_One"
"Chososion","https://adnd2e.fandom.com/wiki/Chososion"
"Chraal","https://adnd2e.fandom.com/wiki/Chraal"
"Chromatic Mold","https://adnd2e.fandom.com/wiki/Chromatic_Mold"
"Chromium Dragon","https://adnd2e.fandom.com/wiki/Chromium_Dragon"
"Chronolily","https://adnd2e.fandom.com/wiki/Chronolily"
"Chronovoid","https://adnd2e.fandom.com/wiki/Chronovoid"
"Chulcrix (Creature)","https://adnd2e.fandom.com/wiki/Chulcrix_(Creature)"
"Chu-u","https://adnd2e.fandom.com/wiki/Chu-u"
"Cildabrin","https://adnd2e.fandom.com/wiki/Cildabrin"
"Cilops","https://adnd2e.fandom.com/wiki/Cilops"
"Cinnavixen","https://adnd2e.fandom.com/wiki/Cinnavixen"
